LSOA2011,AvPTAI2015,PTAL,PTAIHigh,PTAILow
E01000854,67.72970,6b,100.44800,49.33420
E01000855,63.19000,6b,79.64220,46.24540
E01000856,42.42640,6b,49.31100,36.14110
E01000857,12.11240,3.00000,17.11440,8.98584
E01000858,25.99390,6a,38.89450,7.43268
E01000859,11.72040,3.00000,18.20640,7.24748
E01000860,7.15373,2.00000,13.48600,2.79323
E01000861,41.58540,6b,50.61220,33.65790
E01000862,21.93850,5.00000,34.45460,7.38942
E01000863,43.65870,6b,56.33010,32.73790
E01000864,7.84971,2.00000,11.45190,4.67853
E01000865,17.20520,4.00000,33.00570,10.52590
E01000866,24.62080,5.00000,38.91660,11.29130
E01000867,35.50490,6a,39.84530,29.85330
E01000868,5.92594,2.00000,12.57950,3.01447
E01000869,14.11620,3.00000,23.20570,9.14529
E01000870,22.44920,5.00000,28.33300,12.40240
E01000871,9.91706,2.00000,17.39010,2.57776
E01000872,19.50990,4.00000,26.15510,14.23020
E01000873,10.24180,3.00000,19.67850,3.38796
E01000874,23.67880,5.00000,26.82490,15.16070
E01000875,19.13870,4.00000,24.68810,14.37750
E01000876,15.07460,4.00000,25.00690,3.01617
E01000877,18.04080,4.00000,22.02370,15.29490
E01000878,14.21550,3.00000,24.28550,4.68573
E01000879,18.58910,4.00000,32.79070,6.92783
E01000880,20.60780,5.00000,36.43880,7.19919
E01000881,26.91120,6a,35.98250,18.51240
E01000882,21.99530,5.00000,33.40950,15.01190
E01000883,31.39270,6a,41.01370,23.85560
E01000884,5.72284,2.00000,15.62370,0.00000
E01000885,5.68296,2.00000,13.27310,0.00000
E01000886,12.56120,3.00000,17.31440,7.81823
E01000887,18.92500,4.00000,21.86140,15.28410
E01000888,14.30220,3.00000,20.29750,7.61072
E01000889,12.65760,3.00000,22.10360,7.02737
E01000890,11.39290,3.00000,16.04660,4.36266
E01000891,11.06830,3.00000,14.54200,9.93937
E01000892,16.98270,4.00000,19.67590,13.49880
E01000893,4.60725,1b,15.68870,0.00000
E01000894,9.43746,2.00000,16.83120,2.85585
E01000895,13.90600,3.00000,16.98640,10.34420
E01000896,15.34790,4.00000,21.34770,10.87410
E01000897,15.77700,4.00000,23.17590,10.23560
E01000898,19.36030,4.00000,22.80180,15.60630
E01000899,4.94096,1b,15.15640,0.00000
E01000900,16.84350,4.00000,30.85030,12.83290
E01000901,19.98580,4.00000,29.27290,8.59249
E01000902,14.97160,3.00000,22.80580,10.09930
E01000903,13.41160,3.00000,16.12040,11.04550
E01000904,28.53900,6a,32.67960,23.69630
E01000905,20.70670,5.00000,27.52400,17.23600
E01000906,18.22110,4.00000,24.86460,13.33490
E01000907,13.75720,3.00000,24.72190,7.92313
E01000908,6.31415,2.00000,12.48280,2.18382
E01000909,8.16553,2.00000,16.31420,5.30452
E01000910,17.95210,4.00000,24.02250,11.59780
E01000911,19.66450,4.00000,21.86250,15.07000
E01000912,6.58256,2.00000,24.71520,0.00000
E01000913,3.64315,1b,20.57530,0.00000
E01000914,60.16850,6b,81.99020,33.57730
E01000915,50.47370,6b,67.94540,38.89640
E01000916,55.10580,6b,69.14760,47.41940
E01000917,58.34390,6b,63.13240,52.79550
E01000918,83.50670,6b,109.30500,70.22460
E01000919,87.58820,6b,101.75600,78.30800
E01000920,43.14040,6b,61.58560,21.13250
E01000921,25.15220,6a,32.43810,21.06370
E01000922,22.42010,5.00000,29.34360,4.24758
E01000923,22.28000,5.00000,28.95190,19.74220
E01000924,18.73300,4.00000,20.53750,17.31510
E01000925,20.58690,5.00000,24.08280,17.59940
E01000926,18.27010,4.00000,21.81490,11.64790
E01000927,30.73410,6a,42.36990,22.69270
E01000928,20.23640,5.00000,28.90160,4.35373
E01000929,19.41360,4.00000,25.49170,11.08020
E01000930,27.33870,6a,32.22930,24.23180
E01000931,21.93240,5.00000,29.87440,6.36023
E01000932,25.25710,6a,30.17760,23.24510
E01000933,28.79060,6a,32.23980,24.91840
E01000934,16.23060,4.00000,31.52550,2.15251
E01000935,14.47910,3.00000,28.22500,2.10702
E01000936,32.39070,6a,50.42450,8.39118
E01000937,51.59010,6b,70.12900,30.67650
E01000938,73.23310,6b,87.72970,66.46460
E01000939,82.70780,6b,104.09100,65.03090
E01000940,57.59500,6b,66.27580,33.57440
E01000941,71.94730,6b,79.51290,53.94920
E01000942,91.72880,6b,103.09600,83.17340
E01000943,78.36520,6b,86.01980,71.56260
E01000944,30.56800,6a,39.72100,21.38180
E01000945,58.58620,6b,100.74700,19.67400
E01000946,23.02510,5.00000,85.35800,0.00000
E01000947,37.84200,6a,49.83770,25.10750
E01000948,20.99400,5.00000,37.39750,2.96070
E01000949,18.76540,4.00000,27.26020,10.12100
E01000950,27.64790,6a,42.82590,16.33480
E01000951,35.57030,6a,46.43220,25.34310
E01000952,45.22100,6b,56.87510,25.64620
E01000953,45.00410,6b,115.89000,0.00000
E01000954,36.30430,6a,54.66510,21.95820
E01000955,63.77660,6b,76.23950,36.45280
E01000956,83.88620,6b,118.51200,47.73570
E01000957,16.23380,4.00000,31.17680,2.95432
E01000958,36.72980,6a,56.97990,2.50826
E01000959,42.92360,6b,61.79500,31.27860
E01000960,37.25680,6a,47.99040,26.39050
E01000961,28.83280,6a,32.27990,22.45130
E01000962,28.18470,6a,32.94370,20.25970
E01000963,26.88440,6a,43.07130,15.75740
E01000964,36.06960,6a,42.09430,30.39200
E01000965,26.53350,6a,34.74600,17.77690
E01000966,21.14910,5.00000,30.89030,13.59760
E01000967,7.65545,2.00000,21.03910,0.00000
E01000968,27.52820,6a,33.68110,21.05950
E01000969,26.63590,6a,33.01530,20.16350
E01000970,22.45130,5.00000,27.35540,19.28780
E01000971,16.83730,4.00000,18.54450,8.51956
E01000972,28.79010,6a,42.36440,9.79506
E01000973,28.30650,6a,41.98960,19.48230
E01000974,23.26940,5.00000,26.60570,17.92690
E01000975,47.54010,6b,69.28440,33.71190
E01000976,17.68070,4.00000,45.72550,6.54998
E01000977,16.39400,4.00000,21.88650,10.72930
E01000978,17.80680,4.00000,21.68990,16.27540
E01000979,35.47890,6a,54.52250,11.25720
E01000980,5.00434,2.00000,10.62590,2.56904
E01000981,11.31240,3.00000,17.03020,5.90500
E01000982,5.57008,2.00000,9.77586,2.46417
E01000983,12.16590,3.00000,17.95510,8.53761
E01000984,9.66633,2.00000,13.61340,5.75536
E01000985,6.61153,2.00000,12.39410,0.00000
E01000986,12.04380,3.00000,15.71350,7.09727
E01000987,12.25640,3.00000,16.06430,6.90317
E01000989,2.73496,1b,6.70337,1.66258
E01000990,8.96779,2.00000,14.89090,1.87393
E01000991,1.70561,1a,2.87704,0.00000
E01000992,7.71603,2.00000,17.85060,0.00000
E01000993,15.19170,4.00000,19.94070,10.21840
E01000994,5.78846,2.00000,12.51910,2.30342
E01000995,5.73622,2.00000,10.15800,4.36514
E01000996,7.88526,2.00000,13.06910,2.13275
E01000997,14.93870,3.00000,18.54540,12.49190
E01000998,15.26100,4.00000,18.39800,10.36740
E01000999,9.77532,2.00000,17.24530,4.47993
E01001000,16.50800,4.00000,19.82850,13.48610
E01001001,14.57390,3.00000,17.10010,12.52990
E01001002,11.93050,3.00000,19.30020,5.23577
E01001003,10.51200,3.00000,15.83990,2.37668
E01001004,6.56550,2.00000,12.45310,2.70523
E01001005,16.54470,4.00000,26.74370,11.71960
E01001006,7.39707,2.00000,11.65590,2.71595
E01001007,8.63286,2.00000,11.37940,5.83950
E01001008,8.70143,2.00000,12.67330,6.13276
E01001009,11.65710,3.00000,13.09260,9.46931
E01001010,8.46356,2.00000,30.77340,2.53719
E01001011,21.92860,5.00000,29.77780,10.50650
E01001012,35.50550,6a,45.90240,25.27430
E01001013,39.62430,6a,60.90770,16.01110
E01001014,24.76030,5.00000,77.45360,0.00000
E01001015,6.22204,2.00000,13.84150,0.90279
E01001016,3.89668,1b,11.06650,0.00000
E01001017,1.37466,1a,9.66218,0.00000
E01001018,2.04846,1a,6.13902,0.00000
E01001019,3.36328,1b,7.90393,0.00000
E01001020,4.67434,1b,5.94872,3.12321
E01001021,1.14617,1a,5.46756,0.00000
E01001022,1.60887,1a,4.83893,0.00000
E01001023,10.46850,3.00000,16.30190,0.00000
E01001024,8.51651,2.00000,14.07830,4.78501
E01001025,6.14325,2.00000,7.47603,4.95460
E01001026,5.27346,2.00000,7.48435,1.46455
E01001027,2.24387,1a,12.00930,0.00000
E01001028,2.08379,1a,3.59917,0.00000
E01001029,9.23043,2.00000,23.47360,1.27303
E01001030,5.91640,2.00000,13.29240,1.29368
E01001031,4.79156,1b,14.23440,0.00000
E01001032,2.77842,1b,9.34735,0.00000
E01001033,9.35754,2.00000,15.02680,0.00000
E01001034,8.50363,2.00000,14.02360,3.12926
E01001035,13.86590,3.00000,21.87010,6.87437
E01001036,5.14987,2.00000,9.17433,0.00000
E01001037,20.96990,5.00000,26.61530,16.08970
E01001038,11.18250,3.00000,22.93160,0.00000
E01001039,3.77248,1b,10.53740,1.86648
E01001040,12.39050,3.00000,19.03990,8.68565
E01001041,9.03691,2.00000,15.44970,2.77070
E01001042,36.46410,6a,74.36200,23.11180
E01001043,53.98850,6b,92.98430,23.35210
E01001044,7.24152,2.00000,31.24730,0.00000
E01001045,60.72080,6b,92.98710,3.00882
E01001046,20.20950,5.00000,40.45450,4.91358
E01001047,22.85770,5.00000,47.59990,9.81105
E01001048,60.90670,6b,91.27450,12.29210
E01001049,4.71877,1b,23.21330,0.00000
E01001050,39.77090,6a,54.49770,16.97740
E01001051,6.96127,2.00000,12.25240,3.65004
E01001052,5.23147,2.00000,7.39731,3.94658
E01001053,8.99229,2.00000,12.34640,6.25696
E01001054,11.44630,3.00000,15.52820,9.15320
E01001055,7.52470,2.00000,10.72080,3.97840
E01001056,8.14277,2.00000,10.48730,5.92348
E01001057,10.40830,3.00000,13.69650,8.19971
E01001058,4.61493,1b,7.83989,2.19706
E01001059,4.41691,1b,6.76071,2.59903
E01001060,2.61159,1b,9.80970,0.00000
E01001061,3.65065,1b,12.02210,0.00000
E01001062,4.77354,1b,10.85450,0.00000
E01001063,6.27467,2.00000,11.70650,2.11418
E01001064,3.89420,1b,16.84490,0.00000
E01001065,7.73385,2.00000,22.92170,0.00000
E01001066,2.20907,1a,5.14576,0.00000
E01001067,2.15772,1a,6.23827,0.00000
E01001068,3.55486,1b,7.66510,0.00000
E01001069,3.46202,1b,6.74996,0.00000
E01001070,1.77365,1a,5.02895,0.00000
E01001071,3.23600,1b,8.92959,0.00000
E01001072,0.19114,1a,3.30195,0.00000
E01001073,7.29668,2.00000,22.02600,0.00000
E01001074,8.73726,2.00000,17.21330,2.96150
E01001075,5.34083,2.00000,7.98302,1.74664
E01001076,7.85997,2.00000,13.98750,3.57331
E01001077,11.19820,3.00000,14.37480,7.02676
E01001078,10.74520,3.00000,16.65240,0.00000
E01001079,5.73502,2.00000,8.24149,3.95935
